alleviate,облегчать / уменьшать,It's got to alleviate poverty as well as fight pollution,0,
pointless,бессмысленный,,0,
торжественно,solemnly,,0,
start over,начать заново / начать сначала,,0,
closing remarks,заключительное слово,,0,
call upon,навещать,,0,
thin,тонкий,,0,
assertiveness,напористость,,0,
Are you getting the picture?,Ты понимаешь (к чему идет дело / о чем идет разговор)?,,0,
pitch,подача,,0,
swollen,вздутый,,0,
every month,каждый месяц,,0,
out of reach,вне досягаемости,,0,
two days from now,через два дня,,0,
premature,преждевременный,,0,
cease,прекращение / прекращать,,0,
dormancy,дремота,,0,
bring back,вызывать / воскрешать в памяти / напоминать / помочь вернуть,,0,
futile,бесполезный,,0,
topple,опрокидывать,,0,
The tension now is palpable,Напряжение сейчас ощутимо,,0,
i'm running late,Я опаздываю,,0,
overly,чрезмерно / слишком,,0,
craftily,хитро,,0,
we are even,мы в расчете,,0,
succumb,поддаваться / стать жертвой,,0,
reliever,обезболивающее средство,,0,
fiddly,неудобный / утомительный / запутанный,,0,
I dig you,я ценю вас,,0,
roger that,вас понял/Замётано,,0,
flip,перевернуть,,0,
read only,предназначенный только для чтения,,0,
I bet I could,Бьюсь об заклад / я могу,,0,
enclose,приложить,,0,
outside the box,нестандартно,,0,
conduct negotiations,вести переговоры,,0,
rigid,Жесткий,,0,
breach of contract,нарушение контракта,,0,
ache,боль,,0,
rashly,опрометчиво / сгоряча / безрассудно,,0,
out of,из / вне / за,,0,
attempt,попытка,,0,
excited,Взволнованный,,0,
digital,цифровой,,0,
white lie,невинная ложь. ложь во спасение,,0,
take up time,отнимать время,,0,
likewise,также / более того,,0,
pull away,отодвинуться,,0,
compell,принуждать / заставлять,,0,
In the course of this,В ходе этого,,0,
incredible,потрясающий,,0,
open up,раскрываться / делать доступным,,0,
husband,муж,,0,
besides,кроме / помимо / кроме того,,0,
shortage,нехватка,,0,
every other day,через день,,0,
means,средство / способ,,0,
break the news,сообщать новости. осторожно сообщать неприятную новость,,0,
not to mention,не говоря уже о,,0,
precinct,предел,,0,
transparent,прозрачный,,0,
circumstance,обстоятельства,,0,
magnify,увеличивать,,0,
presumptuous,самонадеянный,,0,
it's such an honor,это такая честь /,,0,
now or never,сейчас или никогда,,0,
hold on,ждать,,0,
grinned,ухмыляться,,0,
scruffy,неряшливый,,0,
combination,сочетание,,0,
collaborating,сотрудничать,,0,
bring to,доводить (до чего-л. / какого-л. состояния). приводить к чему-то,,0,
одиозный,odious,,0,
disclose,раскрывать,,0,
tread,наступать / шагать,,0,
system manager,системный администратор,,0,
subtle,Утончённый. хитроумный,,0,
indelible,неизгладимый,,0,
considerably,изрядно,,0,
pursue,добиваться,,0,
omit,пропускать,,0,
look out,быть настороже,,0,
flesh it out,детализировать / дополнять / конкретизировать это,,0,
stuff,набивать / заполнять,,0,
imaginative,творческий,,0,
Is that where you were?,Так вот где ты был,,0,
carelessly,беспечно,,0,
preconception,предрассудок,,0,
машиностроение,mechanical engineering,,0,
end up,оказаться,,0,
leave it at that,оставить все как есть,,0,
reserved,сдержанный,,0,
to make your mouth water,аж слюнки потекли,,0,
arrive at a conclusion,приходить к заключению,,0,
undertake,предпринимать,,0,
chase,преследовать / гнаться / бегать за,,0,
underlying,лежащий в основе,,0,
fluky,переменчивый,,0,
flew,летал,,0,
self-conscious,застенчивый,,0,
Friday,пятница,,0,
elevation,высота,,0,
father,отец,,0,
sharply,резко,,0,
in spring,весной,,0,
ambiguous,неоднозначный / двусмысленный,,0,
see you,увидимся / до встречи,,0,
setting out,отправляться,,0,
revere,почитать / чтить,,0,
bachelor,холостяк,,0,
stranger,незнакомец,,0,
cease,прекращение / прекращать,,0,
watchwords,лозунг / призыв,,0,
grease the wheels,уладить дело (лестью / деньгами и т. п.),,0,
apprehension,опасение,,0,
railings,перила,,0,
once bitten / twice shy,Пуганая ворона и куста боится,,0,
downtime,время простоя,,0,
divert,отвлекать / отводить / отклонять,,0,
ratio,соотношение / отношение / пропорция,,0,
treasure,сокровище,,0,
prophet,пророк,,0,
in the afternoon,днем,,0,
No way,никоим образом / ни за что,,0,
dismiss,увольнять,,0,
bondage,неволя,,0,
ponder,размышлять,,0,
battered,потрепанный,,0,
You Spin Me Round,ты гоняешь меня по кругу. Ты водишь меня за нос,,0,
splash,всплеск / брызги,,0,
cousin,двоюродный брат/сестра,,0,
Rip off,воровать / красть / грабить / сдирать,,0,
turn to,обращаться к / приниматься за дело,,0,
I can vouch for him,Я могу поручиться за него,,0,
refine,усовершенствовать,,0,
due,надлежащий,,0,
originate,брать начало,,0,
craving,Страстное желание,,0,
Anyhow,каким бы то ни было образом,,0,
hands-on experience,практический опыт,,0,
lessen,уменьшать,,0,
movingly,трогательно,,0,
in a way,в некоторой степени. в некотором смысле,,0,
appointed,назначенный,,0,
in the morning,утром,,0,
well before,задолго до,,0,
twisted,искривлённый,,0,
thunderstorm,гроза,,0,
taskbar,панель задач,,0,
deeply regret,глубоко сожалею,,0,
orphan,сирота,,0,
above all,прежде всего,,0,
at the heart,в основе,,0,
ancestor,предок,,0,
conflated,объединенные в одну,,0,
accustomed,привычный / приученный,,0,
love,любить,,0,
feat in itself,подвиг сам по себе,,0,
pronouncing,произношение,,0,
copper,медь,,0,
corks and tops,пробки и крышки,,0,
for some reason,как-то. почему-то.по какой-либо причине,,0,
riddles,загадка,,0,
over and over,снова и снова,,0,
how thoughtful of you,как заботливо с твоей стороны,,0,
infer,делать вывод / заключать,,0,
gladly,С удовольствием,,0,
discontinued,снято с производства,,0,
reassured,заверять / убеждать,,0,
cache,кэш,,0,
scarce,дефицитный,,0,
mouth,рот,,0,
overlook,проглядеть,,0,
wedlock,законный брак,,0,
exhausting,утомительный,,0,
revelation,откровение,,0,
rebounded from the setback,оправился от неудачи,,0,
hinder,препятствовать / мешать,,0,
assert,утверждать / заявлять,,0,
debug,отлаживать,,0,
take off,снимать,,0,
merit,заслуга / достоинство / заслужить / быть достойным,,0,
confidential,конфиденциальный,,0,
transmit,передавать,,0,
play offense with,играть в нападении с,,0,
blushing,краснеть,,0,
prosperous,процветающий,,0,
discrepancy,противоречие,,0,
goofy,бестолковый,,0,
stick with,придерживаться,,0,
stood,стоял,,0,
fall,осень,,0,
utter,произносить / выговорить,,0,
enquire,спрашивать / наводить справки,,0,
courage,мужество,,0,
trapped,попавший в ловушку,,0,
component,компонент,,0,
wear down,изнашиваться,,0,
refrain,воздерживаться,,0,
credible,заслуживающий доверия,,0,
over time,Со временем,,0,
get around,подойти / приближаться,,0,
top up,досыпать / доливать / дозаправлять,,0,
rub,тереть,,0,
thirsty,испытывающий жажду,,0,
hold up,задерживать,,0,
turn up,появляться / случаться,,0,
Foremost,Прежде всего,,0,
majesty,величие,,0,
emissaries,мировой посредник,,0,
command line,командная строка,,0,
health is above wealth,здоровье выше богатства,,0,
on Saturday,в субботу,,0,
sulfur,сера / зеленовато-желтый цвет,,0,
make out with you,разобрать с вами,,0,
all the time,все время,,0,
supper,ужин,,0,
glitch,авария / внезапный отказ,,0,
vital,жизненный,,0,
ongoing,непрерывный,,0,
the idea being,идея заключается в том,,0,
tiniest,мельчайший,,0,
field,сфера деятельности,,0,
means,способ. средства,,0,
bulb,лампочка,,0,
leap to,прыгнуть в,,0,
shining,блестящий / сияющий,,0,
slab,плита,,0,
conduct a meeting,проводить собрание,,0,
stepbrother,сводный брат,,0,
startle,испуг / испугать,,0,
emerge,появляться / возникать,,0,
totally uncalled for,совершенно неуместно,,0,
grandstanding,видимость,,0,
outcome,последствие. исход,,0,
fair enough,разумно / объяснимо / логично,,0,
shelter,убежище / приют / давать приют,,0,
hesitate,колебаться. стесняться,,0,
overly,чрезмерно,,0,
get somebody down,разочаровывать кого-то,,0,
worn,заношенный,,0,
circumvent,обойти / перехитрить / расстраивать планы,,0,
ill,больной,,0,
come through,проникать,,0,
utility company,Коммунальное предприятие. энергосбытовая компания,,0,
chipping,откалываться,,0,
commences,начинается,,0,
given that,учитывая / что. при условии что...  / в связи с тем / что. с учётом того / что,,0,
unneeded,ненужный,,0,
primeval,первобытный,,0,
i can’t shake the unease,я не могу избавиться от беспокойства,,0,
do your best,делай всё возможное / приложи все усилия / сделать все что от тебя зависит,,0,
come out,выходить,,0,
infraction,нарушение,,0,
shrug,пожимать плечами,,0,
suggest,предлагать,,0,
fluctuation,колебание,,0,
comply,соблюдать,,0,
lose out,потерпеть неудачу,,0,
integrity,целостность / неприкосновенность,,0,
cheer up,приободрить,,0,
give back,Возвращать,,0,
bend,сгибать,,0,
move in,въезжать,,0,
look over him,посмотри на него,,0,
uneasiness,тревога,,0,
here you are,вот / пожалуйста,,0,
on the loose,в загуле,,0,
go out,бывать в обществе,,0,
divide into quarters,делить на четыре части,,0,
transient,скоротечный,,0,
very odd,очень странно,,0,
sadness,грусть,,0,
pass out,терять сознание,,0,
nail,ноготь,,0,
utter,произносить / выговорить / вымолвить,,0,
Blech,восклицание выражающее скуку или отвращение,,0,
What's the use of?,Зачем? / Какой смысл?,,0,
assure,уверять,,0,
still waters run deep,В тихом омуте черти водятся,,0,
unanimous,единогласный,,0,
seldom,редко,,0,
fulfill,Выполнять,,0,
trivia,мелочи / пустяки,,0,
bypass,обходный путь. обходить,,0,
financial statements,финансовый отчет,,0,
hesitations,колебания,,0,
Gracious,милосердный,,0,
itinerary,маршрут,,0,
apart from,за исключением,,0,
solving,процесс решения,,0,
impart,передавать,,0,
gloomy,мрачный / хмурый,,0,
cruelty,жестокость,,0,
warehouse,хранилище,,0,
body language,язык тела,,0,
averted,отводить,,0,
divisive,вызывающий разногласия,,0,
It ebbs and flows coming and receding like the tide,Это приливает и отливает приходя и отступая как волна,,0,
outspoken,ОТКРОВЕННЫЙ,,0,
upside-down,вверх ногами,,0,
in defiance of,вопреки. с явным пренебрежением к кому-л. / чему-л.,,0,
apathy,апатия,,0,
blowfish,блоуфиш (криптографический алгоритм),,0,
authenticity,достоверность,,0,
comprehend,постигать / понимать,,0,
advance,продвижение / аванс / улучшение / предварительный / заблаговременный,,0,
earnestly,настоятельно,,0,
behold,созерцать,,0,
deputy,заместитель,,0,
skid,занос,,0,
stuck,застрять,,0,
hit it off,найти общий язык,,0,
Fairly,весьма / довольно,,0,
compliance,соблюдение,,0,
get acquainted with,знакомиться с кем-л,,0,
distinguish,различать / отличать,,0,
fraternal,братский,,0,
in the twinkling of an eye,в мгновение ока,,0,
to be capable of,быть способным / в состоянии,,0,
nepotism,кумовство,,0,
sophisticated,сложный. изощренный,,0,
boast,хвастовство / предмет гордости / хвастать,,0,
get value for money,получите соотношение цены и качества,,0,
I saw him do it,я видел / как он это сделал (до конца),,0,
inappropriate,неуместный,,0,
ridge,хребет / горный хребет,,0,
overlooking,игнорировать / проглядеть / надзирать,,0,
tattered,драный / оборванный / рваный / в лохмотьях,,0,
posterity,потомство,,0,
Eager to,очень хотеть / страстно желать / жаждать сделать что либо. очень хотеть,,0,
neutral,нейтральный,,0,
insane,безумный,,0,
brings,приносить,,0,
brought,привел,,0,
flout,попирать / пренебрегать,,0,
fully recognize,полностью признают,,0,
lie down,лечь,,0,
allegedly,якобы / будто бы / как утверждают,,0,
regretfully,с сожалением,,0,
renowned,знаменитый / прославленный,,0,
cookie,файл данных типа cookie,,0,
comprehend,понимать,,0,
pact,соглашение,,0,
belly,живот,,0,
redemption,искупление,,0,
weekend,выходные,,0,
ditching Windows in the process.,выбрасывание окон в процессе.,,0,
mechanical engineering,машиностроение,,0,
at once,сразу / тотчас,,0,
interchangeably,взаимозаменяемо,,0,
sincerely hope,искренне надеюсь,,0,
set aside time,отложить время,,0,
scroll bar,полоса прокрутки,,0,
I last came here,последний раз я был здесь.,,0,
binary,двоичный,,0,
on that account,по этому поводу,,0,
vacate,освобождать / покидать,,0,
incompetent,некомпетентный,,0,
lag time,время задержки. запаздывание / отставание,,0,
elated by success,окрылённый успехом,,0,
adoration,обожание,,0,
adjusted,приводить в порядок,,0,
is situated near,расположен рядом с,,0,
intently,внимательно,,0,
change directory,изменить каталог,,0,
evasive,уклончивый,,0,
show up,появляться / приходить. приходить,,0,
catering,общественное питание,,0,
crooked,кривой / изогнутый,,0,
absorbed,поглощенный / захваченный,,0,
turn sour,киснуть / портиться,,0,
I am addicted,я пристрастился,,0,
i set it up,Я начал все это,,0,
sublimely,возвышенно,,0,
incline,склоняться,,0,
come across,набрести / повстречаться / натолкнуться,,0,
revel,упиваться,,0,
is meant to,предназначен для,,0,
anytime soon,в ближайшее время,,0,
at breakfast,за завтраком,,0,
occurred to me,пришло мне в голову,,0,
roll off,скатываются. говорить наизусть,,0,
I nailed it,я сделал это! (сделал что-то очень хорошо / успешно),,0,
stress out,утомлять(ся) / нервничать / переживать,,0,
underestimated,недооценивать,,0,
catch on,ухватиться за,,0,
conduct,проводить,,0,
youth,молодость,,0,
vegetate,прозябать,,0,
reclaim memory,восстановить память,,0,
aim,стремиться,,0,
I am tasked,Мне поручено,,0,
desk,письменный стол,,0,
at the weekend,в выходные,,0,
in the evening,вечером,,0,
verge,обочина,,0,
exhaust,выхлопные газы,,0,
obscure,неясный,,0,
intrude,вторгаться / вторгаться без разрешения / быть назойливым / навязывать / внедрять,,0,
conclusion,заключение,,0,
to make something tick,заставлять двигаться (что мотивирует / чтобы не стоять на месте),,0,
subtly,тонко,,0,
dissolve,растворить / растворять,,0,
left on read,оставлен без ответа / но прочитан,,0,
induce,побуждать,,0,
spouse,супруг/а,,0,
joy,радость,,0,
spotting,обнаружение / определение местоположения,,0,
some,несколько,,0,
Kindhearted,добрый,,0,
foresee,предвидеть,,0,
obscenely,до неприличия,,0,
contaminate,загрязнять,,0,
partially,частично,,0,
servitude,рабство,,0,
from pillar to post,от Понтия к Пилату,,0,
whereas,тогда как,,0,
energetic,энергичный,,0,
outgoing,Отзывчивый. общительный,,0,
vicinity,окрестности / близость,,0,
heir,наследник,,0,
merely,просто. всего-лишь,,0,
disrepute,плохая репутация,,0,
plenty,Множество,,0,
deceit,обман,,0,
peep,подглядывать,,0,
spotlight,всеобщее внимание,,0,
twink,моргание,,0,
things to do with,вещей / чтобы сделать с,,0,
respond in kind,отвечать тем же,,0,
stay up,не ложиться спать,,0,
still waters run deep,в тихом омуте черти водятся,,0,
admire,восхищаться,,0,
pledge,пообещать,President Xi Jinping has pledged the country will be carbon neutral by 2060,0,
give you a lift,подвезу/подброшу тебя,,0,
fun,веселье,,0,
so that,При условии. для того чтобы. так чтобы / для того чтобы,,0,
equity,акция без фиксированного дивиденда,,0,
identify,определять,,0,
overcomplicate,усложнять,,0,
on your own,наедине с собой / один,,0,
fiancee,невеста,,0,
forevermore,во веки веков,,0,
shock-absorber,амортизатор,,0,
as soon as,как только,,0,
Surely you can see that?,Неужели ты не понимаешь?,,0,
turn you in,сдать тебя (полиции например),,0,
adjacent,соседний,,0,
backup,резервная копия,,0,
in any other circumstances,при любых других обстоятельствах,,0,
edit,редактировать,,0,
varies widely,широко варьируется,,0,
playback,воспроизведение,,0,
повышение в звании,promotion,,0,
pertain,относиться,,0,
acceptance,одобрение,,0,
Is that why,Так вот / почему...,,0,
cancer,бич,,0,
propensity,склонность / пристрастие / расположение,,0,
midst,среди / посреди,,0,
uneven,неровный,,0,
bow,подчиняться / покоряться,,0,
envy,завидовать,,0,
immediate,непосредственный,,0,
gears,механизм,,0,
whim,прихоть,,0,
relentless,неумолимый,,0,
Sunday,воскресенье,,0,
abundant,богатый / обильный / изобилующий,,0,
whilst,в то время как / пока,,0,
grandma,бабушка,,0,
immaculate,безупречный,,0,
lawn,газон / лужайка,,0,
incite,подстрекать,,0,
dedicating,посвятив,,0,
defy,бросать вызов,,0,
sneaky,скрытый / хитрый,,0,
merrily,оживленно,,0,
condemn,порицать. осуждать,,0,
overall,общий / всеобщий / в общем и целом,,0,
phrase varbs,фраза varbs,,0,
подтекст,subtext / implication,,0,
but first,но сначала / во-первых,,0,
previously,предварительно / заранее,,0,
displace,вытеснять / смещать,,0,
customary,привычный,,0,
in return of,в обмен на,,0,
hindrance,помеха / препятствие,,0,
subject,предмет,,0,
by virtue of,в силу / на основании,,0,
carpet burn,ссадина от секса на ковре,,0,
pissed-off,обозленный / раздраженный,,0,
tremendous,огромный / потрясающий,,0,
self satisfied,самодовольный,,0,
pursue,преследовать,,0,
feasible,выполнимый. осуществимый,,0,
grumpy,сердитый / сварливый,,0,
in turn,в свою очередь,,0,
back down,отступать / уступать (в споре) / отказываться,,0,
Upon clicking,при нажатии,,0,
envelop,окружать / обволакивать / охватывать,,0,
drawn,искаженный / искривленный,,0,
fraud,мошенничество,,0,
charm,обаяние,,0,
pompous,напыщенный,,0,
i'm in charge of,я отвечаю за,,0,
thick,толстый,,0,
straightforward,простой,,0,
relevant,уместный,,0,
hump,бугор,,0,
sly,коварный,,0,
are you out of your mind?,Вы в своем уме?,,0,
credentials,полномочия,,0,
treat,обходиться,,0,
cite,ссылаться / цитировать,,0,
hence the name,отсюда и название,,0,
alternative,альтернатива,,0,
uneven,неровный,,0,
tinker,паять / лудить / чинить на скорую руку,,0,
evaluate,оценивать. составлять мнение,,0,
sailor,моряк,,0,
uneven,неровный,,0,
make up for,наверстывать упущенное / компенсировать,,0,
verify,проверить,,0,
aggravate,усугублять,,0,
foremost,прежде всего / в первую очередь / передовой,,0,
support,поддержка,,0,
be close at hand,находиться рядом. быть под рукой,,0,
encrypt,шифровать,,0,
enroll,записываться,,0,
adversary,противник,,0,
leftover,остаток,,0,
part,роль,,0,
allegedly,якобы / будто бы / как утверждают,,0,
collocation,Словосочетание,,0,
wealth,благосостояние,,0,
rat out,сдать / настучать,,0,
currently,В настоящее время,,0,
haze,туман,,0,
attested,проверенный,,0,
fumes,чад,,0,
get value for money,получить соотношение цены и качества,,0,
notoriety,дурная слава,,0,
entail,влечь за собой / вызывать / навлекать,,0,
enforces,принуждает,,0,
backstory,предыстория,,0,
on Friday,в пятницу,,0,
suspend,приостанавливать,,0,
ploy,уловка,,0,
escalate,расширять,,0,
betray,предавать,,0,
shaky,шаткий,,0,
back then,тогда / в те времена,,0,
notify,уведомлять,,0,
to take with a pinch of salt,принимать с долей сомнений,,0,
indefinitely,На неопределенное время,,0,
bet,биться об заклад,,0,
entirely possible,вполне возможно,,0,
overnight,внезапно,,0,
speculate,делать предположения,,0,
indifferent,равнодушный / безразличный,,0,
endure,терпеть,,0,
Jetsam,груз / товары / сброшенные с корабля при аварии ср. flotsam,,0,
drown,заглушать,,0,
erase,вычёркивать,,0,
brother,брат,,0,
put up with,терпеть / мириться,,0,
50 m apart,50 м друг от друга,,0,
spotted,заметить,,0,
pertaining,иметь отношение,,0,
reveal,обнаруживать,,0,
commodity,товар. предмет потребления,,0,
ingrained,укоренившийся,0,0,
refined,Утончённый,,0,
Timeliness,своевременность,,0,
ballot,голосование,,0,
stepsister,сводная сестра,,0,
launched,запущенный,,0,
grandparent,дед / бабушка,,0,
don't let her boss you around,не позволяй ей командовать тобой,,0,
ad-hoc,специальный,,0,
at five o'clock,в пять часов,,0,
odds,шансы,,0,
encompass,охватывать,,0,
springy,упругий,,0,
if you get my meaning,если ты меня понимаешь,,0,
Keep going,продолжать,,0,
ledge,выступ / уступ,,0,
peace of mind,душевное спокойствие / спокойствие,,0,
projecting,выступающий,,0,
enact,вводить в действие,,0,
pose a threat,предоставлять угрозу,,0,
equipped,оснащённый,,0,
unaccustomed,непривычный / непривыкший,,0,
confused,смущённый,,0,
tint,слегка окрашивать,,0,
get mad at,сердиться на,,0,
neck,шея,,0,
June,июнь,,0,
definitely,определенно,,0,
left turn,неожиданный поворот (событий),,0,
numb,онемевший,,0,
affective,эмоциональный,,0,
absentee,отсутствующий,,0,
increasingly,всё больше и больше. во всевозрастающем количестве,,0,
walk away,уходить,,0,
unanimously,единогласно,,0,
canoodle,ласкать,,0,
outrage,произвол,,0,
in part,частично,,0,
atop,поверх / наверху / сверху,,0,
shed,сарай,,0,
Breathtaking,захватывающий дух,,0,
unrivaled,непревзойденный,,0,
rescue,спасать,,0,
fit in with,подходить чему-либо. соответствовать чему-либо. included in a plan,,0,
simultaneously,одновременно,,0,
in-house,внутренний. собственный,,0,
make a go of it,добиться успеха. разг. добиться успеха. преуспеть,,0,
drip,капать,,0,
upfront,заранее,,0,
regain,снова получить обратно,,0,
intangible,нематериальный,,0,
we are committed,мы стремимся /мы полны решимости,,0,
keep up,поддерживать. не отставать / продолжать / поддерживать,,0,
set off,запускать / пускать / отправляться,,0,
empowerment,доверенность,,0,
washroom,Уборная,,0,
stick,(at / to / with / by)  держаться / придерживаться,,0,
unsettles,тревожит,,0,
after a while,спустя некоторое время,,0,
caveat,предостережение,,0,
superior,превосходящий другого,,0,
consciously,сознательно,,0,
no matter what,несмотря ни на что,,0,
on and on,Снова и снова,,0,
strongly recommend,настоятельно рекомендую (рекомендовать),,0,
meaningful,осмысленно,,0,
find myself,оказаться,,0,
solder,припаять,,0,
to render help,оказать помощь,,0,
minorities,меньшинство,,0,
out of the frying pan into the fire,из огня да в полымя,,0,
take into account,учесть / принимать во внимание / принимать в расчет,,0,
desire,желание,,0,
protocol,протокол,,0,
justified,оправданный,,0,
opposite,напротив,,0,
in contradistinction to,в отличие от,,0,
tune,настраивать,,0,
gossip,сплетня,,0,
prominent,известный / видный,,0,
adhere,придерживаться,,0,
such,такой,,0,
vividly,живо,,0,
across the board,в равной пропорции для всех / распространяющийся на всех,,0,
thereby,Таким образом,,0,
grant you,предоставить вам,,0,
gauge,измерительный прибор,,0,
incentive,стимул,,0,
put in,1)вставлять слово в разговор 2) включать / вписывать (пункт / статью) 3) подавать (жалобу) / представлять (документ) / предъявлять (претензию) 4) вкладываться / вкалывать 5) вводить (в действие) 6)ставить / назначать на должность 7) проводить время за чем-либо,,0,
predictable,предсказуемый,,0,
ask out,пригласить на свидание,,0,
spin-off,побочный продукт,,0,
affinity,близость,,0,
out of their depth,зайти в тупик / прийти в замешательство,,0,
stepmother,мачеха,,0,
it remains a mystery,Это остается загадкой,,0,
he's been up for over 24 hours,он не спит уже более 24 часов,,0,
compatibility,совместимость / сочетаемость,,0,
distraction,рассеянность,,0,
call off,Отменять / прекращать / откладывать,,0,
unintentional,неумышленный,,0,
barely,едва,,0,
chairperson,председатель,,0,
i love being outdoors,я люблю быть на открытом воздухе,,0,
threat,угроза,,0,
swell,зыбь,,0,
get it on,IMPOLITE to have sex,,0,
winked,подмигивать,,0,
like a house on fire,быстро и легко / прекрасно / успешно,,0,
lid,крышка,,0,
quirks,особенности,,0,
exploitable,годный для использования,,0,
coined,придуманный,,0,
mock,издеваться,,0,
sentence,приговор,,0,
altogether,в целом / совсем / в общем,,0,
woozy,одурманенный,,0,
whose,чей,,0,
pay off,окупаться,,0,
soak up,впитывать / поглощать,,0,
in-house,внутренний / внутрифирменный,,0,
tidy up,наводить порядок. убирать (комнату) / приводить в порядок (себя и т.д.) предлог раздельный,,0,
reconcile,согласовать / улаживать / согласовывать,,0,
declined,отказываться,,0,
stand by me,оставайся со мной,,0,
I undo the tape on the adjacent poster and peel it back,Я развязываю ленту на соседнем плакате и отклеиваю ее,,0,
we'll work things out,мы как-нибудь разберемся,,0,
aspire,стремиться. стремиться к (достижению чего-л.),,0,
facilities,возможности,,0,
ambition,честолюбие,,0,
scare away,отпугивать,,0,
judgemental,категоричный. субъективный,,0,
endowed,одарённый,,0,
willpower,сила воли,,0,
tangle,клубок,,0,
needless,излишний. нет необходимости,,0,
intervention,вмешательство,,0,
beside oneself,вне себя,,0,
leaving so soon?,уже уходите?,,0,
adversely,враждебно,,0,
either,каждый,,0,
magnify,увеличивать / преувеличивать,,0,
generous,великодушный,,0,
adverse,неблагоприятный / враждебный,,0,
compounds,состав,,0,
my regards to you,мое почтение к вам,,0,
by means,посредством,,0,
at will,по (своему) желанию / усмотрению. как угодно,,0,
schadenfreude,злорадство,,0,
venture,отважиться,,0,
unattended,оставленный без присмотра,,0,
in two days,через два дня,,0,
collaborate,сотрудничать,,0,
menace,угроза / опасность,,0,
offensive,оскорбительный,,0,
noble,благородный,,0,
rectify,исправлять ошибки,,0,
it's for sure,это точно,,0,
capable,способный,,0,
often,часто,,0,
follow up,отслеживать / следить,,0,
accommodated,приспособленный,,0,
content,довольствоваться,,0,
dips,погружение,,0,
How do you account for doing smth.?,Как вы объясняете / можете объяснить свои действия?,,0,
drizzle,морось,,0,
temperance,умеренность,,0,
i was fascinated,я был очарован,,0,
stand in,принимать участие / дублировать / замещать,,0,
arguably,вероятно,,0,
vicinity,близость,,0,
tackle,схватить,,0,
firewall,брандмауэр,,0,
at low to no cost,по низкой стоимости,,0,
stop by,заскочить на минутку,,0,
consequently,следовательно,,0,
give someone the runaround,отделаться туманными объяснениями,,0,
concerned,озабоченный / встревоженный. обеспокоенный. встревоженный,,0,
vulnerable,уязвимый,,0,
reciprocal relationship.,взаимные отношения.,,0,
to be by no means,ни в коем случае не,,0,
move on,идти дальше,,0,
strolls,прогулки,,0,
misconduct,проступок,,0,
undertaking,обязательство,,0,
acknowledge,признавать / подтверждать,,0,
coincide,совпадать,,0,
compatible,совместимый,,0,
fired,уволен,,0,
strive,стремиться,,0,
from tomorrow and onwards,с завтрашнего дня и далее,,0,
get by,обойтись / быть приемлемым,,0,
In the grand scheme of things,по большому счету,,0,
Address book,адресная книга,,0,
vigilant,бдительный,,0,
negotiate,вести переговоры,,0,
disgustedly,с отвращением,,0,
rooting,root for - поддерживать,,0,
rift,разрыв / трещина / расселина,,0,
in regard to,в отношении / что касается / относительно,,0,
cut into,прерывать / вмешиваться в,,0,
